experiment	item	condition	conditionlabel	focus	phrasing	intonation	context	text	lab	woi	design	record	session	instructions	retrial
doff	15	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about who Peter imitated. But what about Paul? Who did he imitate?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about who Peter imitated. But what about Paul? Who did he imitate?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about who Peter imitated. But what about Paul? Who did he imitate?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about who Peter imitated. But what about Paul? Who did he imitate?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who imitated Peter. But what about Wendy? Who imitated her?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who imitated Peter. But what about Wendy? Who imitated her?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who imitated Peter. But what about Wendy? Who imitated her?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	15	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who imitated Peter. But what about Wendy? Who imitated her?	Paul imitated Wendy.	Paul imitated Wendy	Paul_1 imitated Wendy_2	LatinSquare	y	2	instructions.txt	y
doff	16	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about who Michelle hurt. But what about Susan? Who did she hurt?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about who Michelle hurt. But what about Susan? Who did she hurt?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about who Michelle hurt. But what about Susan? Who did she hurt?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about who Michelle hurt. But what about Susan? Who did she hurt?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who hurt Michelle. But what about Emily? Who hurt her?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who hurt Michelle. But what about Emily? Who hurt her?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who hurt Michelle. But what about Emily? Who hurt her?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	16	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who hurt Michelle. But what about Emily? Who hurt her?	Susan hurt Emily.	Susan hurt Emily	Susan_1 hurt Emily_2	LatinSquare	y	2	instructions.txt	y
doff	17	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Randy ate. But what about Fred? What did he eat?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Randy ate. But what about Fred? What did he eat?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Randy ate. But what about Fred? What did he eat?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Randy ate. But what about Fred? What did he eat?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who ate the salad. But what about the beans? Who ate them?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who ate the salad. But what about the beans? Who ate them?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who ate the salad. But what about the beans? Who ate them?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	17	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who ate the salad. But what about the beans? Who ate them?	Fred ate the beans.	Fred ate the beans	Fred_1 ate the_2 beans_3	LatinSquare	y	2	instructions.txt	y
doff	18	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Marcus read. But what about Jane? What did she read?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Marcus read. But what about Jane? What did she read?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Marcus read. But what about Jane? What did she read?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Marcus read. But what about Jane? What did she read?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who read Crime and Punishment. But what about Great Expectations? Who read it?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who read Crime and Punishment. But what about Great Expectations? Who read it?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who read Crime and Punishment. But what about Great Expectations? Who read it?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	18	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who read Crime and Punishment. But what about Great Expectations? Who read it?	Jane read Great Expectations.	Jane read Great Expectations	Jane_1 read Great_2 Expectations_3	LatinSquare	y	2	instructions.txt	y
doff	19	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Elise baked. But what about Corey? What did he bake?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Elise baked. But what about Corey? What did he bake?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Elise baked. But what about Corey? What did he bake?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Elise baked. But what about Corey? What did he bake?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who used to bake banana bread. But what about cookies? Who baked them?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who used to bake banana bread. But what about cookies? Who baked them?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who used to bake banana bread. But what about cookies? Who baked them?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	19	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who used to bake banana bread. But what about cookies? Who baked them?	Corey baked cookies.	Corey baked cookies	Corey_1 baked cookies_2	LatinSquare	y	2	instructions.txt	y
doff	20	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about which band Tina liked. But what about Abby? Who did she like?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about which band Tina liked. But what about Abby? Who did she like?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about which band Tina liked. But what about Abby? Who did she like?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about which band Tina liked. But what about Abby? Who did she like?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who liked Black Sabbath. But what about Nirvana? Who liked them?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who liked Black Sabbath. But what about Nirvana? Who liked them?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who liked Black Sabbath. But what about Nirvana? Who liked them?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	20	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who liked Black Sabbath. But what about Nirvana? Who liked them?	Abby liked Nirvana.	Abby liked Nirvana	Abby_1 liked Nirvana_2	LatinSquare	y	2	instructions.txt	y
doff	21	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Brendon bought for the new house. But what about Ray? What did he buy?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Brendon bought for the new house. But what about Ray? What did he buy?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Brendon bought for the new house. But what about Ray? What did he buy?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Brendon bought for the new house. But what about Ray? What did he buy?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who bought the stereo system. But what about the TV? Who bought it?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who bought the stereo system. But what about the TV? Who bought it?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who bought the stereo system. But what about the TV? Who bought it?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	21	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who bought the stereo system. But what about the TV? Who bought it?	Ray bought the TV.	Ray bought the TV	Ray_1 bought the_2 TV_3	LatinSquare	y	2	instructions.txt	y
doff	22	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Aaron saw. But what about Tara? What did she see?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Aaron saw. But what about Tara? What did she see?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Aaron saw. But what about Tara? What did she see?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Aaron saw. But what about Tara? What did she see?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who saw the Underground City. But what about the Olympic Park? Who saw it?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who saw the Underground City. But what about the Olympic Park? Who saw it?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who saw the Underground City. But what about the Olympic Park? Who saw it?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	22	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who saw the Underground City. But what about the Olympic Park? Who saw it?	Tara saw the Olympic Park.	Tara saw the Olympic Park	Tara_1 saw the Olympic_2 Park_3	LatinSquare	y	2	instructions.txt	y
doff	23	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Monica wore. But what about Matt? What did he wear?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Monica wore. But what about Matt? What did he wear?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Monica wore. But what about Matt? What did he wear?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Monica wore. But what about Matt? What did he wear?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who wore a t-shirt. But what about sweaters? Who wore one?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who wore a t-shirt. But what about sweaters? Who wore one?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who wore a t-shirt. But what about sweaters? Who wore one?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	23	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who wore a t-shirt. But what about sweaters? Who wore one?	Matt wore a sweater.	Matt wore a sweater	Matt_1 wore a_2 sweater_3	LatinSquare	y	2	instructions.txt	y
doff	24	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Katherine built for the kitchen. But what about Tammy? What did she build?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Katherine built for the kitchen. But what about Tammy? What did she build?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Katherine built for the kitchen. But what about Tammy? What did she build?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Katherine built for the kitchen. But what about Tammy? What did she build?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who built the chairs. But what about the table? Who built it?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who built the chairs. But what about the table? Who built it?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who built the chairs. But what about the table? Who built it?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	24	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who built the chairs. But what about the table? Who built it?	Tammy built the table.	Tammy built the table	Tammy_1 built the_2 table_3	LatinSquare	y	2	instructions.txt	y
doff	25	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Jeremy played. But what about Ron? What did he play?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Jeremy played. But what about Ron? What did he play?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Jeremy played. But what about Ron? What did he play?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Jeremy played. But what about Ron? What did he play?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who played the saxophone. But what about the piano? Who played it?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who played the saxophone. But what about the piano? Who played it?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who played the saxophone. But what about the piano? Who played it?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	25	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who played the saxophone. But what about the piano? Who played it?	Ron played the piano.	Ron played the piano	Ron_1 played the_2 piano_3	LatinSquare	y	2	instructions.txt	y
doff	26	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Meredith broke. But what about Celine? What did she break?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Meredith broke. But what about Celine? What did she break?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Meredith broke. But what about Celine? What did she break?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Meredith broke. But what about Celine? What did she break?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who broke the vase. But what about the window? Who broke it?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who broke the vase. But what about the window? Who broke it?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who broke the vase. But what about the window? Who broke it?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	26	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who broke the vase. But what about the window? Who broke it?	Celine broke the window.	Celine broke the window	Celine_1 broke the_2 window_3	LatinSquare	y	2	instructions.txt	y
doff	27	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Hermione tripped over. But what about Harry? What did he trip over?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Hermione tripped over. But what about Harry? What did he trip over?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Hermione tripped over. But what about Harry? What did he trip over?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Hermione tripped over. But what about Harry? What did he trip over?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who tripped over the stool. But what about the step? Who tripped over it?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who tripped over the stool. But what about the step? Who tripped over it?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who tripped over the stool. But what about the step? Who tripped over it?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	27	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who tripped over the stool. But what about the step? Who tripped over it?	Harry tripped over the step.	Harry tripped over the step	Harry_1 tripped over the_2 step_3	LatinSquare	y	2	instructions.txt	y
doff	28	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Dolly played with. But what about Jolene? What did she play with?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Dolly played with. But what about Jolene? What did she play with?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Dolly played with. But what about Jolene? What did she play with?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Dolly played with. But what about Jolene? What did she play with?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who played with the plushies. But what about the yo-yo? Who played with it?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who played with the plushies. But what about the yo-yo? Who played with it?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who played with the plushies. But what about the yo-yo? Who played with it?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	28	8	wh-o+s-vo+f-ct	O	VO	F-CT	You told me about who played with the plushies. But what about the yo-yo? Who played with it?	Jolene played with the yo-yo.	Jolene played with the yo-yo	Jolene_1 played with the_2 yoyo_3	LatinSquare	y	2	instructions.txt	y
doff	29	1	wh-s+sv-o+ct-f	S	SV	CT-F	You told me about what Percy painted. But what about Seamus? What did he paint?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	29	2	wh-s+sv-o+f-ct	S	SV	F-CT	You told me about what Percy painted. But what about Seamus? What did he paint?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	29	3	wh-s+s-vo+ct-f	S	VO	CT-F	You told me about what Percy painted. But what about Seamus? What did he paint?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	29	4	wh-s+s-vo+f-ct	S	VO	F-CT	You told me about what Percy painted. But what about Seamus? What did he paint?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	29	5	wh-o+sv-o+ct-f	O	SV	CT-F	You told me about who painted the plate. But what about the mug? Who painted it?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	29	6	wh-o+sv-o+f-ct	O	SV	F-CT	You told me about who painted the plate. But what about the mug? Who painted it?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
doff	29	7	wh-o+s-vo+ct-f	O	VO	CT-F	You told me about who painted the plate. But what about the mug? Who painted it?	Seamus painted the mug.	Seamus painted the mug	Seamus_1 painted the_2 mug_3	LatinSquare	y	2	instructions.txt	y
